"id","title","year","age","imdb","rotten_tomatoes","type"
8944,"The Love Bug",1968,"all",null,"63/100",0
8969,"Darby O'Gill and the Little People",1959,"all",null,"61/100",0
8971,"The Santa Clause 3: The Escape Clause",2006,"all",null,"61/100",0
8972,"Because of Winn-Dixie",2005,"7+",null,"61/100",0
8974,"Halloweentown High",2004,"all",null,"61/100",0
9006,"Cloud 9",2014,"all",null,"60/100",0
9007,"102 Dalmatians",2000,"all",null,"60/100",0
9008,"Twitches",2005,"7+",null,"60/100",0
9009,"Kim Possible: So the Drama",2005,"all",null,"60/100",0
9010,"Jungle 2 Jungle",1997,"7+",null,"60/100",0
9013,"Waking Sleeping Beauty",2009,"7+",null,"60/100",0
9016,"Teen Beach 2",2015,"all",null,"59/100",0
9018,"Z-O-M-B-I-E-S",2018,"all",null,"59/100",0
9020,"Blank Check",1994,"7+",null,"59/100",0
9021,"Pooh's Grand Adventure: The Search for Christopher Robin",1997,"all",null,"59/100",0
9022,"Auntie Edna",2018,null,null,"59/100",0
9023,"Blackbeard's Ghost",1968,"all",null,"59/100",0
9024,"Your Friend the Rat",2007,"all",null,"59/100",0
9025,"Zenon: Girl of the 21st Century",1999,"all",null,"59/100",0
9026,"Tin Toy",1988,"all",null,"59/100",0
9005,"Valiant",2005,"all",null,"60/100",0
8917,"Ice Princess",2005,"all",null,"64/100",0
9004,"Born in China",2016,"all",null,"60/100",0
9001,"Stitch! The Movie",2003,"all",null,"60/100",0
8975,"The Journey of Natty Gann",1985,"7+",null,"61/100",0
8976,"Treasure Island",1950,"7+",null,"61/100",0
8977,"Dug's Special Mission",2009,"all",null,"61/100",0
8978,"African Cats",2011,"all",null,"61/100",0
8980,"Escape to Witch Mountain",1975,"all",null,"61/100",0
8981,"Marvel Studios: Assembling a Universe",2014,"7+",null,"61/100",0
8982,"Monkey Kingdom",2015,"all",null,"61/100",0
8984,"Hannah Montana: The Movie",2009,"all",null,"61/100",0
8987,"Mickey's Twice Upon a Christmas",2004,"all",null,"61/100",0
8992,"""Honey, I Blew Up the Kid""",1992,"7+",null,"61/100",0
8993,"Mater and the Ghostlight",2006,"all",null,"61/100",0
8995,"The Wild",2006,"all",null,"61/100",0
8996,"Camp Nowhere",1994,"7+",null,"61/100",0
8999,"Float",2019,"7+",null,"60/100",0
9000,"Cadet Kelly",2002,"all",null,"60/100",0
9003,"Camp Rock 2: The Final Jam",2010,"7+",null,"60/100",0
8804,"James and the Giant Peach",1996,"7+",null,"70/100",0
8916,"The Haunted Mansion",2003,"7+",null,"64/100",0
8912,"Tuck Everlasting",2002,"7+",null,"64/100",0
8832,"Descendants",2015,"all",null,"68/100",0
8833,"Winnie the Pooh",2011,"all",null,"68/100",0
8834,"The Greatest Game Ever Played",2005,"7+",null,"68/100",0
8836,"Bedknobs and Broomsticks",1971,"all",null,"68/100",0
8837,"Queen of Katwe",2016,"7+",null,"68/100",0
8838,"The Game Plan",2007,"7+",null,"68/100",0
8831,"High School Musical",2006,"all",null,"68/100",0
8839,"Glory Road",2006,"7+",null,"68/100",0
8845,"The Odd Life of Timothy Green",2012,"7+",null,"67/100",0
8846,"Jack-Jack Attack",2005,"all",null,"67/100",0
8847,"The Three Musketeers",1993,"7+",null,"67/100",0
8848,"Aladdin and the King of Thieves",1996,"all",null,"67/100",0
8849,"Descendants 3",2019,"all",null,"67/100",0
8850,"Secret of the Wings",2012,"all",null,"67/100",0
8841,"The Cat from Outer Space",1978,"all",null,"68/100",0
8829,"The Princess Diaries 2: Royal Engagement",2004,"all",null,"68/100",0
8828,"Chicken Little",2005,"all",null,"68/100",0
8827,"The Rescuers Down Under",1990,"all",null,"69/100",0
8806,"The Great Mouse Detective",1986,"all",null,"70/100",0
8807,"Day & Night",2010,"all",null,"70/100",0
8808,"Flight of the Navigator",1986,"7+",null,"70/100",0
8812,"Mickey's Christmas Carol",1983,"all",null,"70/100",0
8813,"Bedtime Stories",2008,"7+",null,"69/100",0
8817,"Secretariat",2010,"7+",null,"69/100",0
8818,"Fantasia 2000",1999,"all",null,"69/100",0
8819,"Oliver & Company",1988,"all",null,"69/100",0
8820,"Melody Time",1948,null,null,"69/100",0
8822,"Bao",2018,"all",null,"69/100",0
8823,"Splash",1984,"7+",null,"69/100",0
8824,"""20,000 Leagues Under the Sea""",1954,"all",null,"69/100",0
8825,"Dinosaur",2000,"7+",null,"69/100",0
8826,"Cheaper by the Dozen",2003,"7+",null,"69/100",0
8854,"Muppet Treasure Island",1996,"all",null,"67/100",0
8856,"Tinker Bell",2008,"all",null,"67/100",0
8857,"Return to Oz",1985,"7+",null,"66/100",0
8858,"The Santa Clause 2",2002,"all",null,"66/100",0
8887,"Lou",2017,"all",null,"65/100",0
8888,"Mike's New Car",2002,"all",null,"65/100",0
8891,"Mulan II",2004,"all",null,"65/100",0
8892,"High School Musical 2",2007,"all",null,"65/100",0
8894,"Mickey's Once Upon a Christmas",1999,"all",null,"65/100",0
8895,"Old Yeller",1957,"all",null,"65/100",0
8896,"Recess: Taking the Fifth Grade",2003,"all",null,"65/100",0
8897,"Lilo & Stitch 2: Stitch Has a Glitch",2005,"7+",null,"65/100",0
8898,"The Nutcracker and the Four Realms",2018,"7+",null,"65/100",0
8904,"Journey to the Center of the Earth",1959,"all",null,"64/100",0
8905,"Marvel Rising: Secret Warriors",2018,null,null,"64/100",0
8907,"One Magic Christmas",1985,"all",null,"64/100",0
8908,"Tinker Bell and the Great Fairy Rescue",2010,"all",null,"64/100",0
8909,"Kitbull",2019,"7+",null,"64/100",0
8910,"Steamboat Willie",1928,"all",null,"64/100",0
8884,"The Great Muppet Caper",1981,"all",null,"65/100",0
8913,"Red Tails",2012,"13+",null,"64/100",0
8883,"Destino",2003,"7+",null,"65/100",0
8881,"The Adventures of Ichabod and Mr. Toad",1949,"7+",null,"65/100",0
8859,"The Black Cauldron",1985,"7+",null,"66/100",0
8860,"Tinker Bell and the Legend of the NeverBeast",2014,"all",null,"66/100",0
8862,"Around the World in 80 Days",2004,"7+",null,"66/100",0
8863,"Herbie Goes to Monte Carlo",1977,"all",null,"66/100",0
8865,"Lemonade Mouth",2011,"all",null,"66/100",0
8867,"One Man Band",2005,"all",null,"66/100",0
8868,"Flubber",1997,"7+",null,"66/100",0
8869,"Newsies",1992,"7+",null,"66/100",0
8871,"Halloweentown",1998,"all",null,"66/100",0
8872,"Sister Act 2: Back in the Habit",1993,"7+",null,"66/100",0
8873,"Jack",1996,"13+",null,"66/100",0
8874,"Race to Witch Mountain",2009,"7+",null,"66/100",0
8875,"Diary of a Wimpy Kid: Rodrick Rules",2011,"7+",null,"66/100",0
8879,"George of the Jungle",1997,"7+",null,"66/100",0
8880,"Descendants 2",2017,"all",null,"66/100",0
8882,"Heavyweights",1995,"7+",null,"65/100",0
5763,"Tarzan",2013,"all",null,"56/100",0
5418,"Babes in Toyland",1934,null,null,"60/100",0
5485,"Cinderella",1965,"all",null,"59/100",0
5677,"Gulliver's Travels",1939,"all",null,"57/100",0
5614,"Wind",1992,"13+",null,"58/100",0
5604,"Robin Hood",1922,null,null,"58/100",0
7251,"Noelle",2007,"7+",null,"44/100",0
7019,"Inside Out",2005,null,null,"46/100",0
9509,"What the Shark?",2020,"13+",null,"14/100",0
9511,"Most Wanted Sharks",2020,null,null,"14/100",0
713,"Muppets Most Wanted",2014,"7+",null,"67/100",0
271,"White Fang",2018,"7+",null,"76/100",0
1814,"The Blue Umbrella",2005,null,null,"54/100",0
1331,"Zapped",2014,"all",null,"59/100",0
1222,"Gigantosaurus",2019,"all","7.2/10","48/100",1
1670,"The Jungle Book",2010,"all","4.2/10","39/100",1
1586,"Inspector Gadget",2015,"all","4.6/10","40/100",1
323,"Beauty and the Beast",2012,"7+","7.0/10","69/100",1
836,"PJ Masks",2015,"all","5.5/10","55/100",1
3163,"When Sharks Attack",2013,"16+","6.6/10","42/100",1
3196,"Swiss Family Robinson",1974,"7+","7.0/10","41/100",1
3030,"Sheriff Callie's Wild West",2013,"all","6.5/10","47/100",1
3381,"Holiday Magic",2017,null,"7.0/10","30/100",1
3591,"Invincible",2021,"18+","8.7/10","88/100",1
3287,"Future-Worm!",2016,"7+","5.2/10","37/100",1
5426,"TRON: Uprising",2012,"7+","8.2/10","64/100",1
5425,"The Muppets",2015,"7+","7.4/10","64/100",1
5423,"Darkwing Duck",1991,"7+","7.6/10","64/100",1
5422,"The Suite Life of Zack & Cody",2005,"all","6.5/10","64/100",1
5421,"Gargoyles",1994,"7+","8.1/10","64/100",1
5420,"Amphibia",2019,"7+","8.1/10","65/100",1
5417,"The World According to Jeff Goldblum",2019,"7+","7.8/10","65/100",1
5416,"The Avengers: Earth's Mightiest Heroes",2010,"7+","8.3/10","65/100",1
5415,"Girl Meets World",2014,"all","7.1/10","65/100",1
5429,"Recess",1997,"7+","7.8/10","63/100",1
5411,"Kim Possible",2002,"all","7.2/10","66/100",1
5406,"Wizards of Waverly Place",2007,"all","6.9/10","68/100",1
5404,"DuckTales",1987,"7+","8.1/10","69/100",1
5403,"The Imagineering Story",2019,"7+","9.0/10","69/100",1
5402,"Spider-Man",1994,"all","8.4/10","70/100",1
5401,"Bluey",2018,"all","9.6/10","71/100",1
5400,"Phineas and Ferb",2007,"all","8.0/10","71/100",1
5397,"Boy Meets World",1993,"all","8.0/10","72/100",1
5394,"One Strange Rock",2018,"all","8.8/10","74/100",1
5387,"Star Wars Rebels",2014,"7+","8.0/10","79/100",1
5408,"Wolverine and the X-Men",2009,"7+","8.0/10","68/100",1
5385,"The Bad Batch",2021,"7+","8.2/10","82/100",1
5430,"Chip 'n' Dale Rescue Rangers",1989,"all","7.6/10","63/100",1
5435,"Cosmos: Possible Worlds",2020,"7+","9.2/10","62/100",1
5463,"Kickin' It",2011,"all","6.5/10","58/100",1
5461,"Raven's Home",2017,"all","7.3/10","59/100",1
5460,"The New Adventures of Winnie the Pooh",1988,"all","7.7/10","59/100",1
5459,"Austin & Ally",2011,"all","6.0/10","59/100",1
5458,"So Weird",1999,"7+","8.5/10","59/100",1
5457,"Lilo & Stitch: The Series",2003,"all","6.8/10","59/100",1
5456,"Lab Rats",2012,"7+","6.6/10","59/100",1
5454,"Milo Murphy's Law",2016,"all","7.6/10","59/100",1
5453,"Liv and Maddie",2013,"all","6.4/10","59/100",1
5434,"Lizzie McGuire",2001,"all","6.6/10","62/100",1
5450,"Andi Mack",2017,"all","7.2/10","60/100",1
5447,"Mickey Mouse Clubhouse",2006,"all","5.7/10","60/100",1
5445,"TaleSpin",1990,"all","7.6/10","60/100",1
5444,"Turner & Hooch",2021,"7+","6.0/10","60/100",1
5443,"That's So Raven",2003,"all","6.6/10","60/100",1
5442,"Star Wars Resistance",2018,"7+","5.0/10","60/100",1
5440,"Gordon Ramsay: Uncharted",2019,"16+","7.8/10","61/100",1
5438,"Jessie",2011,"all","6.0/10","61/100",1
5437,"Hannah Montana",2006,"all","5.2/10","61/100",1
5436,"The Suite Life on Deck",2008,"all","6.4/10","62/100",1
5448,"Even Stevens",2000,"all","7.6/10","60/100",1
5383,"Once Upon a Time",2011,"7+","7.7/10","83/100",1
5382,"Star Wars: The Clone Wars",2008,"7+","8.3/10","85/100",1
5377,"The Mandalorian",2019,"16+","8.8/10","94/100",1
5464,"Brain Games",2011,"7+","8.3/10","58/100",1
5467,"The Proud Family",2001,"all","6.4/10","58/100",1
5468,"Sonny with a Chance",2009,"all","6.1/10","58/100",1
5469,"Violetta",2012,"all","5.3/10","58/100",1
5612,"Fancy Nancy",2018,"all","5.5/10","43/100",1
5610,"Year Million",2017,"16+","7.4/10","43/100",1
5609,"Disney's Doug",1996,null,"6.6/10","43/100",1
5607,"Primal Survivor",2016,null,"8.3/10","44/100",1
5606,"Spider-Woman",1979,"all","5.8/10","44/100",1
5605,"101 Dalmatian Street",2019,"7+","6.3/10","44/100",1
5601,"Legend of the Three Caballeros",2018,"all","7.8/10","45/100",1
5595,"The Book of Pooh",2001,"all","6.5/10","45/100",1
5593,"Minnie's Bow-Toons",2011,"all","6.2/10","45/100",1
5613,"America's National Parks",2015,"all","7.7/10","43/100",1
5591,"The Lodge",2016,null,"6.2/10","46/100",1
5589,"Great Migrations",2010,"all","8.1/10","46/100",1
5587,"The Super Hero Squad Show",2009,"7+","6.1/10","46/100",1
5584,"Dog: Impossible",2019,null,"8.2/10","46/100",1
5581,"Goldie & Bear",2015,"all","6.4/10","47/100",1
5579,"Star Wars: Forces of Destiny",2017,"all","5.0/10","47/100",1
5576,"Lost Cities with Albert Lin",2019,null,"7.8/10","47/100",1
5575,"Pick of the Litter",2019,"7+","8.1/10","47/100",1
5571,"Lego Star Wars: The Freemaker Adventures",2016,null,"7.4/10","47/100",1
5569,"Crash & Bernstein",2012,"all","5.0/10","47/100",1
5590,"Origins: The Journey of Humankind",2017,null,"6.8/10","46/100",1
5615,"Lego Frozen Northern Lights",2016,"all","5.7/10","42/100",1
5618,"Disney's Fairy Tale Weddings",2017,"7+","6.8/10","42/100",1
5620,"Teacher's Pet",2000,"all","6.3/10","42/100",1
5695,"101 Dalmatians",1997,null,null,"21/100",1
5685,"Rocky Mountain Animal Rescue",2018,null,"7.9/10","30/100",1
5682,"Disney Junior Music Nursery Rhymes",2017,"all","6.0/10","32/100",1
5681,"Out There with Jack Randall",2019,null,"7.0/10","33/100",1
5676,"Billy Dilley's Super-Duper Subterranean Summer",2017,"7+","4.4/10","34/100",1
5675,"Muppet Moments",2015,null,"8.0/10","34/100",1
5672,"Star Wars Blips",2017,null,"6.1/10","34/100",1
5671,"Lost Treasures of the Maya",2019,null,null,"35/100",1
5667,"Bug Juice: My Adventures at Camp",2018,null,"7.3/10","35/100",1
5665,"""Dr. T, Lone Star Vet""",2019,null,"8.4/10","35/100",1
5663,"LEGO Star Wars: The Resistance Rises",2016,null,"6.1/10","36/100",1
5660,"Unlikely Animal Friends",2012,null,"7.6/10","36/100",1
5652,"Kingdom of the White Wolf",2019,null,"8.1/10","37/100",1
5650,"Becoming",2020,"16+","6.8/10","38/100",1
5635,"Marvel Super Hero Adventures",2017,"all","6.3/10","39/100",1
5630,"Take Two with Phineas and Ferb",2010,"7+","6.5/10","41/100",1
5628,"Continent 7: Antarctica",2016,"7+","7.4/10","41/100",1
5626,"Fast Layne",2019,"all","5.6/10","41/100",1
5624,"The Rocketeer",2019,"all","6.3/10","42/100",1
5622,"Shop Class",2020,"all","7.2/10","42/100",1
5621,"Henry Hugglemonster",2013,"all","5.3/10","42/100",1
5568,"Bonkers",1993,"all","6.8/10","47/100",1
5563,"Out of the Box",1998,"all","7.5/10","48/100",1
5556,"Bizaardvark",2016,"all","3.7/10","48/100",1
5508,"Hostile Planet",2019,"7+","8.3/10","53/100",1
5507,"The Emperor's New School",2006,"all","6.6/10","53/100",1
5503,"Jonas",2009,null,"4.7/10","53/100",1
5501,"Stuck in the Middle",2016,"all","6.1/10","53/100",1
5498,"Imagination Movers",2008,"all","7.1/10","54/100",1
5494,"Iron Man: Armored Adventures",2009,"7+","6.5/10","54/100",1
5490,"Wicked Tuna",2012,"16+","6.6/10","55/100",1
5488,"Big City Greens",2018,"7+","7.2/10","55/100",1
5486,"The Little Mermaid",1992,"all","6.8/10","55/100",1
5509,"Puppy Dog Pals",2017,"all","7.0/10","53/100",1
5485,"Spider-Man Unlimited",1999,"7+","6.4/10","55/100",1
5483,"Spider-Man and His Amazing Friends",1981,"7+","7.2/10","56/100",1
5482,"Diary of a Future President",2020,"7+","6.0/10","56/100",1
5480,"Mickey Mouse",2013,"all","8.1/10","56/100",1
5479,"Encore!",2019,"7+","7.7/10","56/100",1
5477,"Smart Guy",1997,"all","7.4/10","56/100",1
5474,"Hercules",1998,"all","6.6/10","57/100",1
5473,"Shake It Up",2010,"all","4.9/10","57/100",1
5472,"Little Einsteins",2005,"all","6.3/10","57/100",1
5471,"Phil of the Future",2004,"7+","7.0/10","57/100",1
5484,"Goof Troop",1992,"all","6.8/10","55/100",1
5512,"I Didn't Do It",2014,"all","6.0/10","52/100",1
5514,"The Lion Guard",2016,"all","6.4/10","52/100",1
5516,"Lab Rats: Elite Force",2016,"7+","6.5/10","52/100",1
5555,"Secrets of the Zoo",2018,null,"8.4/10","48/100",1
5554,"My Friends Tigger & Pooh",2007,"all","5.7/10","48/100",1
5553,"Marvel Rising: Initiation",2018,null,"5.3/10","49/100",1
5551,"Iron Man",1994,"7+","6.7/10","49/100",1
5550,"Marvel's Hero Project",2019,"7+","6.1/10","49/100",1
5543,"Pixar in Real Life",2019,"all","6.6/10","50/100",1
5542,"One Day at Disney",2019,"all","7.3/10","50/100",1
5540,"Muppet Babies",2018,"all","6.9/10","50/100",1
5539,"Descendants: Wicked World",2015,"all","6.6/10","50/100",1
5538,"Quack Pack",1996,"7+","6.8/10","50/100",1
5534,"""Dr. Oakley, Yukon Vet""",2014,"all","8.3/10","51/100",1
5532,"The Replacements",2006,"7+","5.9/10","51/100",1
5531,"Drain the Oceans",2018,"7+","7.6/10","51/100",1
5530,"Fish Hooks",2010,"all","4.8/10","51/100",1
5529,"Jake and the Never Land Pirates",2011,"all","5.6/10","51/100",1
5528,"Fantastic Four: World's Greatest Heroes",2006,"7+","6.7/10","51/100",1
5526,"Elena of Avalor",2016,"all","6.4/10","51/100",1
5524,"Best Friends Whenever",2015,"all","5.7/10","51/100",1
5522,"Vampirina",2017,"all","6.6/10","52/100",1
5521,"Sydney to the Max",2019,"all","6.3/10","52/100",1
5518,"Silver Surfer",1998,"7+","7.1/10","52/100",1
5558,"The Mickey Mouse Club",1955,"all","7.7/10","48/100",1
2152,"Genius",2017,"16+","8.3/10","74/100",1
2170,"The Rookie",2018,"16+","8.0/10","73/100",1
2118,"Marvel's Runaways",2017,"16+","7.0/10","76/100",1
2344,"Star vs. the Forces of Evil",2015,"7+","8.0/10","67/100",1
2323,"10 Things I Hate About You",2009,"16+","7.3/10","67/100",1
2034,"Cosmos",2014,"all","9.3/10","82/100",1
1968,"The Simpsons",1989,"7+","8.6/10","91/100",1
1978,"Gravity Falls",2012,"7+","8.9/10","88/100",1
2753,"My Favorite Martian",1963,"all","7.3/10","55/100",1
2817,"Doc McStuffins",2012,"all","6.6/10","53/100",1
2803,"Wander Over Yonder",2013,"7+","7.2/10","54/100",1
2856,"Handy Manny",2006,"all","5.6/10","52/100",1
2846,"Kick Buttowski: Suburban Daredevil",2010,"7+","6.6/10","53/100",1
2443,"National Treasure",2016,null,"7.4/10","63/100",1
2482,"K.C. Undercover",2015,"all","6.2/10","62/100",1
2369,"X-Men: Evolution",2000,"7+","7.8/10","66/100",1
2367,"The Incredible Hulk",1977,"7+","7.0/10","66/100",1
2396,"Good Luck Charlie",2010,"all","7.0/10","65/100",1
2616,"America's Funniest Home Videos",1989,"7+","6.2/10","58/100",1
2595,"Running Wild with Bear Grylls",2014,"7+","7.7/10","59/100",1
2564,"Life Below Zero",2013,"7+","8.0/10","60/100",1
2544,"The Incredible Dr. Pol",2011,"7+","8.6/10","60/100",1
