"listid","sellerid","eventid","dateid","numtickets","priceperticket","totalprice","listtime"
51277,26360,7546,1834,4,95,380,"2008-01-08T10:59:32.000"
233238,17942,8618,1834,4,618,2472,"2008-01-08T08:17:19.000"
51897,7956,3158,1834,1,258,258,"2008-01-08T05:04:00.000"
235246,33071,2046,1834,4,1486,5944,"2008-01-08T01:30:13.000"
52910,36332,2782,1834,3,46,138,"2008-01-08T04:31:09.000"
55100,16421,5896,1834,8,195,1560,"2008-01-08T08:42:12.000"
55257,47329,6086,1834,6,87,522,"2008-01-08T09:29:23.000"
56756,48965,674,1834,22,188,4136,"2008-01-08T10:18:18.000"
58508,46596,548,1834,24,76,1824,"2008-01-08T11:57:12.000"
67078,26591,7143,1834,14,128,1792,"2008-01-08T11:35:23.000"
67540,41856,6627,1834,9,270,2430,"2008-01-08T10:02:03.000"
68446,17885,1733,1834,12,124,1488,"2008-01-08T10:41:30.000"
73864,21504,3294,1834,6,289,1734,"2008-01-08T11:06:51.000"
78360,445,8303,1834,14,219,3066,"2008-01-08T09:52:34.000"
84131,5923,4689,1834,12,245,2940,"2008-01-08T03:49:47.000"
84601,29361,1150,1834,22,85,1870,"2008-01-08T03:44:55.000"
85177,23371,2255,1834,10,100,1000,"2008-01-08T12:28:34.000"
86746,23659,2621,1834,24,343,8232,"2008-01-08T09:18:37.000"
87983,38070,1612,1834,22,198,4356,"2008-01-08T06:54:18.000"
88475,7062,4938,1834,9,87,783,"2008-01-08T01:57:47.000"
91018,39489,5873,1834,18,275,4950,"2008-01-08T01:52:09.000"
91234,29853,4989,1834,20,273,5460,"2008-01-08T11:38:20.000"
92979,14494,5876,1834,20,300,6000,"2008-01-08T07:36:37.000"
103309,4278,801,1834,14,32,448,"2008-01-08T06:35:11.000"
104027,7399,1768,1834,24,326,7824,"2008-01-08T07:43:32.000"
105445,26043,8723,1834,12,175,2100,"2008-01-08T09:56:09.000"
106268,33871,809,1834,9,419,3771,"2008-01-08T01:42:29.000"
110108,46287,7306,1834,3,317,951,"2008-01-08T01:10:21.000"
110718,49842,6096,1834,2,79,158,"2008-01-08T01:12:34.000"
111509,45325,1106,1834,8,355,2840,"2008-01-08T10:38:53.000"
111560,47845,4480,1834,8,76,608,"2008-01-08T08:54:43.000"
111757,43320,868,1834,18,241,4338,"2008-01-08T07:35:37.000"
114541,18376,343,1834,24,183,4392,"2008-01-08T01:34:04.000"
116962,32905,3978,1834,20,461,9220,"2008-01-08T07:55:13.000"
121588,9636,6881,1834,10,492,4920,"2008-01-08T01:37:54.000"
123759,17446,1815,1834,9,302,2718,"2008-01-08T01:13:49.000"
123910,44930,5743,1834,18,249,4482,"2008-01-08T10:30:29.000"
124278,42121,649,1834,22,237,5214,"2008-01-08T09:45:04.000"
124644,40707,6699,1834,3,368,1104,"2008-01-08T05:02:10.000"
126233,27839,4732,1834,18,261,4698,"2008-01-08T12:48:51.000"
131877,38508,3188,1834,24,50,1200,"2008-01-08T12:18:00.000"
132164,31120,2699,1834,1,48,48,"2008-01-08T11:24:49.000"
134892,44012,7603,1834,1,85,85,"2008-01-08T03:46:13.000"
135295,27034,1843,1834,5,272,1360,"2008-01-08T06:18:14.000"
135913,9455,1615,1834,12,449,5388,"2008-01-08T02:34:51.000"
138294,18459,4436,1834,14,372,5208,"2008-01-08T10:04:47.000"
140870,20373,1470,1834,22,357,7854,"2008-01-08T10:26:29.000"
141760,45929,460,1834,9,457,4113,"2008-01-08T09:54:14.000"
142338,35523,1979,1834,10,180,1800,"2008-01-08T08:54:51.000"
142389,40340,1119,1834,1,439,439,"2008-01-08T01:30:27.000"
143228,48699,799,1834,1,467,467,"2008-01-08T06:32:15.000"
143647,25567,7928,1834,24,470,11280,"2008-01-08T04:16:40.000"
143695,4459,2919,1834,24,79,1896,"2008-01-08T05:39:11.000"
146173,15094,6665,1834,22,330,7260,"2008-01-08T11:34:11.000"
151538,35918,3466,1834,22,195,4290,"2008-01-08T09:24:21.000"
153583,16044,4185,1834,14,247,3458,"2008-01-08T03:04:10.000"
153830,15786,6311,1834,6,421,2526,"2008-01-08T08:56:37.000"
153886,40257,5069,1834,2,415,830,"2008-01-08T03:25:03.000"
154196,19614,6804,1834,7,473,3311,"2008-01-08T04:13:40.000"
159157,31348,2325,1834,5,314,1570,"2008-01-08T10:06:43.000"
164660,22146,6641,1834,16,435,6960,"2008-01-08T06:27:02.000"
165144,5806,170,1834,14,62,868,"2008-01-08T07:43:30.000"
167736,1286,8769,1834,6,333,1998,"2008-01-08T11:02:13.000"
171733,33391,4118,1834,10,462,4620,"2008-01-08T01:30:32.000"
173871,28067,8207,1834,5,226,1130,"2008-01-08T09:46:36.000"
175631,14592,274,1834,16,327,5232,"2008-01-08T01:27:29.000"
177116,22433,8046,1834,22,47,1034,"2008-01-08T04:55:39.000"
177272,16960,7373,1834,16,139,2224,"2008-01-08T03:03:16.000"
206367,8973,2834,1834,3,2365,7095,"2008-01-08T09:08:21.000"
213785,26803,7065,1834,2,1783,3566,"2008-01-08T05:19:21.000"
214864,16180,1250,1834,2,851,1702,"2008-01-08T03:01:08.000"
221540,32181,2236,1834,2,1465,2930,"2008-01-08T03:57:07.000"
227557,29021,2376,1834,6,913,5478,"2008-01-08T01:33:38.000"
229603,2876,7537,1834,5,1294,6470,"2008-01-08T01:36:44.000"
231447,28013,7997,1834,7,1905,13335,"2008-01-08T01:44:29.000"
232631,35440,7332,1834,6,2259,13554,"2008-01-08T02:51:09.000"
2901,37096,2314,1835,5,183,915,"2008-01-09T12:07:14.000"
363,20937,7981,1835,26,188,4888,"2008-01-09T05:06:20.000"
5593,1140,1923,1835,3,138,414,"2008-01-09T03:57:07.000"
3348,38845,5936,1835,9,155,1395,"2008-01-09T01:05:10.000"
6972,35174,3820,1835,1,155,155,"2008-01-09T08:44:43.000"
8927,1513,2060,1835,8,157,1256,"2008-01-09T02:15:33.000"
10998,43046,6752,1835,22,217,4774,"2008-01-09T01:48:47.000"
9659,3730,6588,1835,7,223,1561,"2008-01-09T09:24:39.000"
11088,7808,6869,1835,16,51,816,"2008-01-09T02:59:03.000"
10688,1911,6721,1835,16,174,2784,"2008-01-09T07:52:54.000"
16373,25297,6900,1835,30,89,2670,"2008-01-09T06:56:13.000"
10815,13841,2221,1835,12,80,960,"2008-01-09T08:59:25.000"
17780,6022,4410,1835,2,106,212,"2008-01-09T02:26:42.000"
13844,4319,6513,1835,22,154,3388,"2008-01-09T01:04:37.000"
20217,43613,5814,1835,20,139,2780,"2008-01-09T05:14:43.000"
18044,41662,8450,1835,14,167,2338,"2008-01-09T12:01:38.000"
24317,35785,3117,1835,5,231,1155,"2008-01-09T01:17:45.000"
18693,1969,5866,1835,26,95,2470,"2008-01-09T03:25:33.000"
28177,25583,7677,1835,8,107,856,"2008-01-09T02:03:12.000"
20305,33403,8321,1835,4,245,980,"2008-01-09T07:24:35.000"
37351,14180,345,1835,3,350,1050,"2008-01-09T11:25:42.000"
22705,4055,7115,1835,7,221,1547,"2008-01-09T06:19:12.000"
42616,1826,1458,1835,10,281,2810,"2008-01-09T02:04:19.000"
25888,32133,627,1835,24,212,5088,"2008-01-09T01:59:37.000"
42815,38581,803,1835,2,233,466,"2008-01-09T03:49:50.000"
26094,16278,96,1835,28,242,6776,"2008-01-09T09:36:05.000"
45395,12146,4663,1835,24,51,1224,"2008-01-09T04:00:12.000"
26372,21077,2035,1835,8,232,1856,"2008-01-09T08:35:52.000"
46371,10397,6096,1835,12,213,2556,"2008-01-09T03:23:58.000"
34490,16192,7400,1835,18,184,3312,"2008-01-09T02:14:07.000"
47563,42051,2213,1835,8,238,1904,"2008-01-09T11:10:58.000"
34635,41882,2265,1835,9,129,1161,"2008-01-09T01:31:34.000"
49282,40459,6604,1835,3,49,147,"2008-01-09T02:02:36.000"
35334,23917,2614,1835,1,50,50,"2008-01-09T07:14:50.000"
50415,38308,6823,1835,5,167,835,"2008-01-09T10:02:15.000"
35738,3468,101,1835,20,60,1200,"2008-01-09T06:15:00.000"
50975,36664,920,1835,5,23,115,"2008-01-09T10:22:43.000"
45259,37800,2342,1835,12,165,1980,"2008-01-09T09:20:13.000"
52107,34959,7692,1835,2,164,328,"2008-01-09T09:24:13.000"
46719,21672,5034,1835,7,246,1722,"2008-01-09T03:57:51.000"
52283,40030,4381,1835,14,337,4718,"2008-01-09T12:40:05.000"
51395,42605,4953,1835,22,119,2618,"2008-01-09T04:40:44.000"
54593,16049,6904,1835,22,299,6578,"2008-01-09T04:28:40.000"
53348,15076,3188,1835,2,267,534,"2008-01-09T10:29:09.000"
54935,1205,1664,1835,14,140,1960,"2008-01-09T09:53:57.000"
58143,39812,1786,1835,22,208,4576,"2008-01-09T04:08:12.000"
57428,15941,2242,1835,2,176,352,"2008-01-09T09:18:55.000"
60383,2635,8618,1835,3,69,207,"2008-01-09T11:00:19.000"
57906,1353,3033,1835,22,123,2706,"2008-01-09T01:57:49.000"
62473,41076,1272,1835,5,206,1030,"2008-01-09T04:10:06.000"
57983,7924,7676,1835,10,320,3200,"2008-01-09T01:33:01.000"
66178,23379,6680,1835,4,221,884,"2008-01-09T12:00:52.000"
60186,40743,4734,1835,5,222,1110,"2008-01-09T11:26:24.000"
68816,39561,5847,1835,3,88,264,"2008-01-09T06:36:41.000"
61146,30377,7003,1835,18,479,8622,"2008-01-09T10:03:24.000"
72966,32560,3718,1835,5,395,1975,"2008-01-09T11:45:50.000"
64718,39747,8496,1835,3,56,168,"2008-01-09T05:18:50.000"
73475,35465,7810,1835,14,456,6384,"2008-01-09T03:58:47.000"
64936,34273,3714,1835,7,178,1246,"2008-01-09T08:17:14.000"
77753,48928,1976,1835,18,85,1530,"2008-01-09T11:41:55.000"
65265,16823,42,1835,16,282,4512,"2008-01-09T11:33:26.000"
83014,6711,3718,1835,5,157,785,"2008-01-09T06:59:21.000"
65516,26863,8302,1835,16,231,3696,"2008-01-09T02:50:27.000"
84552,49636,1628,1835,1,450,450,"2008-01-09T05:44:50.000"
65634,17544,7514,1835,4,366,1464,"2008-01-09T08:55:43.000"
86186,33491,6116,1835,16,132,2112,"2008-01-09T06:39:49.000"
67653,18495,7546,1835,3,500,1500,"2008-01-09T02:47:39.000"
92300,34908,4385,1835,24,253,6072,"2008-01-09T05:04:47.000"
67693,49810,8067,1835,1,60,60,"2008-01-09T09:28:46.000"
92677,33504,1769,1835,12,120,1440,"2008-01-09T03:18:04.000"
68865,10635,5355,1835,24,122,2928,"2008-01-09T06:39:06.000"
93981,33737,3714,1835,8,27,216,"2008-01-09T07:21:43.000"
71112,2919,4830,1835,9,343,3087,"2008-01-09T02:31:46.000"
97399,21788,1637,1835,24,438,10512,"2008-01-09T03:04:50.000"
72532,30867,5668,1835,1,72,72,"2008-01-09T11:03:43.000"
98022,40783,4982,1835,10,428,4280,"2008-01-09T02:38:33.000"
73631,29516,6561,1835,5,360,1800,"2008-01-09T03:19:17.000"
100952,31459,5081,1835,3,270,810,"2008-01-09T10:20:29.000"
74315,5611,5470,1835,4,58,232,"2008-01-09T12:41:47.000"
101926,23877,4957,1835,3,471,1413,"2008-01-09T09:12:13.000"
76577,34080,7008,1835,24,166,3984,"2008-01-09T08:31:13.000"
102119,23555,2216,1835,20,228,4560,"2008-01-09T08:46:53.000"
76731,22844,3176,1835,24,253,6072,"2008-01-09T04:40:06.000"
106203,44163,4244,1835,20,230,4600,"2008-01-09T10:16:43.000"
78262,4101,213,1835,24,429,10296,"2008-01-09T10:20:11.000"
106290,39361,5975,1835,22,341,7502,"2008-01-09T10:56:23.000"
80100,8185,2602,1835,16,78,1248,"2008-01-09T03:38:18.000"
106584,11053,5328,1835,7,80,560,"2008-01-09T05:13:45.000"
81438,39066,525,1835,2,368,736,"2008-01-09T05:00:28.000"
109800,3751,6510,1835,9,412,3708,"2008-01-09T06:04:24.000"
82853,33607,4867,1835,6,230,1380,"2008-01-09T03:05:59.000"
114577,31762,2414,1835,12,454,5448,"2008-01-09T04:15:39.000"
86682,29121,351,1835,14,38,532,"2008-01-09T02:27:40.000"
123874,21884,609,1835,12,407,4884,"2008-01-09T01:29:41.000"
86686,26549,8328,1835,1,322,322,"2008-01-09T06:53:29.000"
126264,2129,5696,1835,3,455,1365,"2008-01-09T05:40:30.000"
87732,34533,533,1835,18,76,1368,"2008-01-09T04:17:05.000"
128578,37782,7008,1835,6,235,1410,"2008-01-09T09:03:06.000"
90575,25139,6764,1835,14,41,574,"2008-01-09T10:15:15.000"
129953,15822,7588,1835,5,444,2220,"2008-01-09T09:02:55.000"
91855,28049,4804,1835,4,125,500,"2008-01-09T05:19:30.000"
131142,37261,1930,1835,24,192,4608,"2008-01-09T05:59:47.000"
96864,2894,6598,1835,18,498,8964,"2008-01-09T09:06:48.000"
132095,36414,6385,1835,16,26,416,"2008-01-09T03:09:07.000"
99746,35941,4258,1835,12,284,3408,"2008-01-09T06:15:31.000"
132435,48182,4910,1835,4,114,456,"2008-01-09T06:12:56.000"
100031,11852,2017,1835,24,277,6648,"2008-01-09T08:04:54.000"
134216,32144,5574,1835,4,481,1924,"2008-01-09T11:33:24.000"
100834,12354,7721,1835,5,33,165,"2008-01-09T06:03:22.000"
140317,18471,7990,1835,2,179,358,"2008-01-09T05:39:01.000"
103720,38358,2017,1835,4,135,540,"2008-01-09T07:16:53.000"
143565,3135,834,1835,7,254,1778,"2008-01-09T12:35:02.000"
103778,40287,7036,1835,6,347,2082,"2008-01-09T08:04:01.000"
144857,31962,5097,1835,1,216,216,"2008-01-09T10:50:50.000"
105199,4230,2541,1835,6,451,2706,"2008-01-09T08:20:37.000"
145188,21961,1628,1835,9,52,468,"2008-01-09T08:39:51.000"
106187,3592,5517,1835,12,223,2676,"2008-01-09T09:00:05.000"
146634,42712,5219,1835,2,182,364,"2008-01-09T10:27:01.000"
109146,48894,4226,1835,12,142,1704,"2008-01-09T10:18:04.000"
146885,45063,8196,1835,14,465,6510,"2008-01-09T02:51:02.000"
110541,29987,1937,1835,22,163,3586,"2008-01-09T06:22:03.000"
150034,31286,7909,1835,2,330,660,"2008-01-09T03:51:52.000"
110980,2841,3541,1835,9,169,1521,"2008-01-09T07:36:34.000"
153194,5457,5607,1835,12,271,3252,"2008-01-09T02:36:53.000"
113015,16900,79,1835,14,273,3822,"2008-01-09T02:17:18.000"
154597,6311,6739,1835,18,278,5004,"2008-01-09T01:05:37.000"
118897,22744,4849,1835,6,288,1728,"2008-01-09T04:15:40.000"
155674,8735,799,1835,22,179,3938,"2008-01-09T02:09:55.000"
120516,26090,1796,1835,4,253,1012,"2008-01-09T04:25:39.000"
156251,46300,1090,1835,3,24,72,"2008-01-09T01:55:01.000"
121994,33903,6781,1835,8,205,1640,"2008-01-09T12:25:16.000"
161283,11477,1330,1835,14,484,6776,"2008-01-09T11:59:16.000"
122840,6904,5315,1835,16,140,2240,"2008-01-09T09:33:24.000"
161799,2370,3232,1835,14,157,2198,"2008-01-09T06:51:59.000"
125003,29444,6302,1835,2,278,556,"2008-01-09T07:55:35.000"
168646,16420,1749,1835,2,108,216,"2008-01-09T12:37:10.000"
126183,43206,4734,1835,16,347,5552,"2008-01-09T08:23:33.000"
171680,23829,351,1835,24,191,4584,"2008-01-09T01:05:41.000"
126213,32826,1811,1835,1,402,402,"2008-01-09T06:20:24.000"
172079,5986,5394,1835,10,496,4960,"2008-01-09T04:20:15.000"
128331,9160,4262,1835,6,75,450,"2008-01-09T07:37:35.000"
173821,42164,3074,1835,20,81,1620,"2008-01-09T10:00:03.000"
130560,8486,2071,1835,7,89,623,"2008-01-09T07:46:26.000"
174457,36671,7307,1835,2,248,496,"2008-01-09T07:54:10.000"
130583,740,2826,1835,24,130,3120,"2008-01-09T08:15:08.000"
177677,1480,1413,1835,4,280,1120,"2008-01-09T05:59:19.000"
132691,20915,2699,1835,22,247,5434,"2008-01-09T02:59:37.000"
205008,47219,3538,1835,8,514,4112,"2008-01-09T06:35:29.000"
133002,42227,6570,1835,3,371,1113,"2008-01-09T02:58:12.000"
206142,9849,3294,1835,1,772,772,"2008-01-09T05:46:59.000"
134074,37387,6311,1835,6,427,2562,"2008-01-09T01:58:19.000"
209084,18258,688,1835,8,1310,10480,"2008-01-09T12:39:24.000"
137272,36982,1989,1835,6,404,2424,"2008-01-09T05:02:09.000"
214940,31250,6594,1835,5,2316,11580,"2008-01-09T02:16:24.000"
137974,30462,838,1835,1,78,78,"2008-01-09T07:12:04.000"
219186,27256,5394,1835,8,544,4352,"2008-01-09T09:20:15.000"
138632,6911,5648,1835,2,408,816,"2008-01-09T11:26:50.000"
223525,47605,811,1835,4,1524,6096,"2008-01-09T03:38:45.000"
140417,46629,1883,1835,1,108,108,"2008-01-09T04:14:16.000"
227487,32202,523,1835,1,1576,1576,"2008-01-09T06:27:19.000"
140599,44693,4231,1835,12,168,2016,"2008-01-09T05:33:20.000"
230200,11386,7064,1835,3,814,2442,"2008-01-09T10:58:07.000"
142059,5188,7514,1835,3,239,717,"2008-01-09T02:33:11.000"
232219,28356,4385,1835,6,512,3072,"2008-01-09T01:26:59.000"
142823,28001,8236,1835,1,334,334,"2008-01-09T07:24:35.000"
233074,42813,5696,1835,1,2054,2054,"2008-01-09T09:44:44.000"
144716,12265,1278,1835,2,34,68,"2008-01-09T11:29:34.000"
233853,46759,3531,1835,6,1176,7056,"2008-01-09T06:43:31.000"
145298,12914,707,1835,24,405,9720,"2008-01-09T09:50:39.000"
234497,30266,8279,1835,4,1153,4612,"2008-01-09T08:18:29.000"
148528,31040,3188,1835,8,341,2728,"2008-01-09T06:10:25.000"
235351,14531,3426,1835,4,663,2652,"2008-01-09T03:05:29.000"
148659,30912,3446,1835,8,355,2840,"2008-01-09T06:27:34.000"
3191,38488,3497,1835,24,159,3816,"2008-01-09T07:02:59.000"
149904,49317,1405,1835,20,361,7220,"2008-01-09T02:51:10.000"
6582,24101,2294,1835,30,72,2160,"2008-01-09T02:27:58.000"
157598,5173,6926,1835,9,244,2196,"2008-01-09T11:02:32.000"
10553,28183,759,1835,12,110,1320,"2008-01-09T02:37:17.000"
159286,20118,1491,1835,2,169,338,"2008-01-09T07:11:25.000"
11904,24740,6900,1835,22,168,3696,"2008-01-09T04:41:04.000"
159733,48694,2406,1835,2,50,100,"2008-01-09T07:23:24.000"
12575,48648,5092,1835,4,205,820,"2008-01-09T08:31:07.000"
164011,16919,4695,1835,16,92,1472,"2008-01-09T12:47:49.000"
12583,4854,2508,1835,28,242,6776,"2008-01-09T05:15:41.000"
165081,29700,7888,1835,16,434,6944,"2008-01-09T11:07:24.000"
14276,2760,1641,1835,28,47,1316,"2008-01-09T04:28:10.000"
173140,35546,4201,1835,6,20,120,"2008-01-09T12:01:21.000"
14890,21660,3920,1835,24,188,4512,"2008-01-09T08:51:10.000"
178349,32492,6823,1835,1,426,426,"2008-01-09T08:20:25.000"
15088,35283,6211,1835,3,36,108,"2008-01-09T09:23:26.000"
179819,11025,1673,1835,3,154,462,"2008-01-09T05:06:34.000"
15465,22513,5754,1835,8,79,632,"2008-01-09T12:50:33.000"
180357,14513,5573,1835,20,280,5600,"2008-01-09T05:11:28.000"
17798,15716,4077,1835,20,126,2520,"2008-01-09T03:23:22.000"
205638,30024,3797,1835,6,1881,11286,"2008-01-09T12:47:15.000"
21638,18385,7145,1835,4,185,740,"2008-01-09T07:13:11.000"
205975,14376,8793,1835,4,1114,4456,"2008-01-09T04:26:23.000"
22925,47962,3212,1835,2,214,428,"2008-01-09T12:19:29.000"
209477,46063,5658,1835,5,2210,11050,"2008-01-09T03:12:22.000"
24543,2133,3180,1835,9,98,882,"2008-01-09T10:41:54.000"
211984,25067,508,1835,6,2252,13512,"2008-01-09T08:54:15.000"
26627,11754,2875,1835,24,241,5784,"2008-01-09T03:59:00.000"
217319,38954,7374,1835,8,1448,11584,"2008-01-09T08:23:18.000"
27474,13400,1553,1835,20,63,1260,"2008-01-09T02:35:45.000"
222498,20661,1162,1835,4,1598,6392,"2008-01-09T07:34:50.000"
33253,47808,1808,1835,4,312,1248,"2008-01-09T12:38:27.000"
224383,2353,6665,1835,4,1378,5512,"2008-01-09T08:59:41.000"
34135,18754,7460,1835,20,38,760,"2008-01-09T05:31:49.000"
228672,9671,3547,1835,7,774,5418,"2008-01-09T10:48:49.000"
34982,2347,3315,1835,8,113,904,"2008-01-09T12:01:10.000"
231787,16485,6772,1835,7,1370,9590,"2008-01-09T10:22:15.000"
37546,32245,1438,1835,18,84,1512,"2008-01-09T10:59:08.000"
231913,40528,6086,1835,4,1924,7696,"2008-01-09T12:35:48.000"
39888,9403,7543,1835,14,260,3640,"2008-01-09T11:25:55.000"
233921,38405,8725,1835,7,562,3934,"2008-01-09T01:19:20.000"
45095,1028,2160,1835,3,84,252,"2008-01-09T12:03:44.000"
52516,4326,3181,1835,7,199,1393,"2008-01-09T02:27:21.000"
52647,24592,4555,1835,2,20,40,"2008-01-09T09:36:09.000"
54589,6237,1221,1835,1,209,209,"2008-01-09T02:35:20.000"
56393,34525,2703,1835,5,93,465,"2008-01-09T09:04:59.000"
58906,38889,5860,1835,18,76,1368,"2008-01-09T08:03:57.000"
59229,6808,6107,1835,18,218,3924,"2008-01-09T04:43:44.000"
59594,5977,5786,1835,6,401,2406,"2008-01-09T09:06:49.000"
64759,16634,2067,1835,2,268,536,"2008-01-09T04:27:05.000"
66390,12018,2481,1835,8,87,696,"2008-01-09T01:03:00.000"
73851,10752,2621,1835,7,389,2723,"2008-01-09T05:09:22.000"
73987,28543,2143,1835,18,234,4212,"2008-01-09T06:47:31.000"
74460,6328,7719,1835,1,316,316,"2008-01-09T03:15:45.000"
76381,28716,6086,1835,7,388,2716,"2008-01-09T08:36:23.000"
80496,36382,7941,1835,1,58,58,"2008-01-09T07:03:39.000"
88044,35925,425,1835,5,172,860,"2008-01-09T04:07:38.000"
88181,45108,5453,1835,10,334,3340,"2008-01-09T04:27:45.000"
88513,45006,3834,1835,18,71,1278,"2008-01-09T07:27:22.000"
90410,37690,7187,1835,18,401,7218,"2008-01-09T07:03:02.000"
100220,2692,2192,1835,16,22,352,"2008-01-09T09:51:07.000"
100730,13256,2614,1835,5,276,1380,"2008-01-09T06:14:12.000"
111954,13659,754,1835,14,193,2702,"2008-01-09T05:25:28.000"
113910,41620,1851,1835,2,65,130,"2008-01-09T04:05:11.000"
114654,26629,2000,1835,14,78,1092,"2008-01-09T11:32:42.000"
115670,27696,4650,1835,18,391,7038,"2008-01-09T11:04:01.000"
116149,39811,7145,1835,10,392,3920,"2008-01-09T04:21:46.000"
117915,7763,2539,1835,14,303,4242,"2008-01-09T12:32:03.000"
122347,15680,3111,1835,4,499,1996,"2008-01-09T11:18:20.000"
127795,42818,2911,1835,8,153,1224,"2008-01-09T05:15:01.000"
134943,12897,8239,1835,18,226,4068,"2008-01-09T01:04:37.000"
136964,38708,5084,1835,16,198,3168,"2008-01-09T10:50:57.000"
137936,26506,3880,1835,1,273,273,"2008-01-09T02:20:52.000"
144550,13115,3531,1835,5,304,1520,"2008-01-09T10:36:13.000"
144585,40261,3674,1835,10,36,360,"2008-01-09T06:49:37.000"
146182,5924,1705,1835,10,433,4330,"2008-01-09T07:54:55.000"
146909,9812,2614,1835,9,220,1980,"2008-01-09T06:33:41.000"
148970,8952,743,1835,10,34,340,"2008-01-09T12:56:20.000"
153224,614,2397,1835,12,405,4860,"2008-01-09T12:07:08.000"
153375,8288,4568,1835,5,491,2455,"2008-01-09T10:46:07.000"
160499,34317,5747,1835,4,271,1084,"2008-01-09T10:04:31.000"
160805,48441,3102,1835,22,347,7634,"2008-01-09T03:06:07.000"
163148,18181,5883,1835,1,426,426,"2008-01-09T06:11:10.000"
163991,10197,4448,1835,24,431,10344,"2008-01-09T12:34:40.000"
164332,759,7839,1835,1,470,470,"2008-01-09T09:45:06.000"
167123,18791,7187,1835,9,348,3132,"2008-01-09T02:37:32.000"
171645,8550,5571,1835,12,328,3936,"2008-01-09T03:35:11.000"
172021,35259,783,1835,10,96,960,"2008-01-09T05:23:01.000"
180613,5921,773,1835,10,111,1110,"2008-01-09T07:02:55.000"
207168,15331,7074,1835,2,617,1234,"2008-01-09T07:48:12.000"
207740,28629,3993,1835,8,1683,13464,"2008-01-09T11:48:02.000"
207811,43251,2160,1835,6,361,2166,"2008-01-09T05:59:22.000"
208440,31371,5420,1835,8,1489,11912,"2008-01-09T01:54:49.000"
215440,41798,7514,1835,1,2206,2206,"2008-01-09T05:30:21.000"
216995,32984,1726,1835,8,425,3400,"2008-01-09T03:07:47.000"
220987,46904,8795,1835,2,829,1658,"2008-01-09T06:34:43.000"
222776,24759,159,1835,2,1514,3028,"2008-01-09T02:36:49.000"
223145,39203,338,1835,2,1796,3592,"2008-01-09T10:51:28.000"
223249,36007,1818,1835,4,596,2384,"2008-01-09T01:21:49.000"
225033,22033,3236,1835,6,1265,7590,"2008-01-09T12:17:18.000"
227519,14159,6746,1835,8,2125,17000,"2008-01-09T03:39:47.000"
227937,26861,6305,1835,1,2042,2042,"2008-01-09T10:35:45.000"
229776,14681,1548,1835,1,1972,1972,"2008-01-09T05:02:02.000"
233430,16787,2004,1835,2,2317,4634,"2008-01-09T01:51:41.000"
233804,16294,206,1835,8,1503,12024,"2008-01-09T03:16:29.000"
235082,32180,5829,1835,4,794,3176,"2008-01-09T11:10:51.000"
235462,1906,5787,1835,5,962,4810,"2008-01-09T12:42:29.000"
827,2366,1664,1836,28,53,1484,"2008-01-10T12:56:26.000"
336,32339,7042,1836,1,75,75,"2008-01-10T04:33:44.000"
2055,23546,6825,1836,12,211,2532,"2008-01-10T12:34:17.000"
1863,4969,8486,1836,3,230,690,"2008-01-10T11:39:03.000"
2743,23819,7108,1836,4,239,956,"2008-01-10T12:44:35.000"
3395,6236,6114,1836,18,142,2556,"2008-01-10T07:52:10.000"
3308,459,6823,1836,28,40,1120,"2008-01-10T01:53:11.000"
4590,21257,3188,1836,8,100,800,"2008-01-10T06:16:51.000"
4875,9470,4403,1836,24,92,2208,"2008-01-10T05:17:56.000"
5328,12531,759,1836,26,218,5668,"2008-01-10T12:14:29.000"
6251,25630,1970,1836,10,225,2250,"2008-01-10T05:57:19.000"
6535,27075,8345,1836,5,200,1000,"2008-01-10T03:14:24.000"
11589,12914,7785,1836,26,250,6500,"2008-01-10T10:34:41.000"
7594,37492,945,1836,16,134,2144,"2008-01-10T09:15:49.000"
13436,3151,2160,1836,5,70,350,"2008-01-10T10:15:32.000"
16322,41448,2468,1836,18,220,3960,"2008-01-10T10:21:15.000"
14902,49588,8340,1836,6,198,1188,"2008-01-10T02:10:16.000"
18667,16711,7721,1836,3,155,465,"2008-01-10T01:14:51.000"
17867,23267,1188,1836,3,160,480,"2008-01-10T10:55:29.000"
24998,18812,3753,1836,4,117,468,"2008-01-10T01:31:17.000"
18216,44528,6024,1836,8,192,1536,"2008-01-10T01:55:45.000"
26135,29688,2023,1836,5,78,390,"2008-01-10T06:06:48.000"
19231,2093,3714,1836,22,141,3102,"2008-01-10T10:29:10.000"
26980,1649,5084,1836,22,70,1540,"2008-01-10T02:05:45.000"
20976,48092,5379,1836,8,201,1608,"2008-01-10T10:15:46.000"
27829,6865,6739,1836,9,240,2160,"2008-01-10T08:09:22.000"
31830,8044,2095,1836,8,347,2776,"2008-01-10T06:00:45.000"
28067,15131,8328,1836,16,65,1040,"2008-01-10T04:55:44.000"
32541,829,3246,1836,18,333,5994,"2008-01-10T07:26:17.000"
28648,12081,1979,1836,6,91,546,"2008-01-10T11:10:47.000"
33541,36415,2909,1836,22,89,1958,"2008-01-10T11:10:35.000"
36942,6092,4525,1836,24,120,2880,"2008-01-10T11:24:54.000"
34898,36780,600,1836,8,31,248,"2008-01-10T09:30:43.000"
37160,29131,4627,1836,12,175,2100,"2008-01-10T08:04:11.000"
